ticker,fund_name,initial_date,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
FDL,First Trust Morningstar ETF,2006-03-15,NA,NA,NA,NA,NA,NA,NA,0.182998137245169,-0.10963860235865652,-0.3107761016010312,0.1343295715597126,0.16127579093306754,0.1440708406076423,0.09087702275824094,0.2267449437765252,0.13203715610009636,0.02628985009251683,0.2073147640328996,0.11999405502807714,-0.05995060822101872,0.24410292709462245,-0.04298205646821274,0.2610052561934326,0.06653989532785243,0.029389789220686913,0.003065791724552458
FDLO,Fidelity Low Volatility Factor ETF,2016-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03549789707361084,0.20440923384170828,-0.0026121326407434475,0.31098325455236253,0.12186251850128893,0.23673910902953366,-0.10383923829478581,0.1637994168333834,0.007551400829972188
FDLS,Northern Lights Fund Trust IV Inspire Fidelis Multi Factor ETF,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01679409887422445,0.20330708767370886,-0.02791697334841603
FDM,First Trust DJ Select MicroCap ETF,2005-09-30,NA,NA,NA,NA,NA,NA,0.02510142297170037,0.15892914728163743,-0.073574997471743675,-0.31918223639238086,0.2004613243497846,0.25573369208939023,-0.08635863518459996,0.15724532646567346,0.4412158762894822,0.03258583527509207,-6.406832560046372e-4,0.35902192606877903,0.08721870338037307,-0.13524053682125525,0.27446298443218553,-0.04039826772629074,0.3507920464132266,-0.11618488711520747,0.12772303982195354,-0.04678837503660627
FDMO,Fidelity Momentum Factor ETF,2016-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01880011703970763,0.23930982028310965,-0.04131487983954707,0.25293075863542946,0.21706224114413608,0.22233629116173192,-0.1932128273400503,0.24788341264763947,0.007804271134735474
FDN,First Trust DJ Internet Index Fund,2006-06-23,NA,NA,NA,NA,NA,NA,NA,0.1003897169686001,0.11293188788380526,-0.44029381551902824,0.791161658600974,0.36723205596668995,-0.05823132254014851,0.20650161427835312,0.5360533419370399,0.024390228359272292,0.21673191424769533,0.06996382761024789,0.37642483694236284,0.06170373660507633,0.19252520786927607,0.5255175616471772,0.06549502631625304,-0.4554017650612133,0.5148193320367596,0.008255123349987459
FDRR,Fidelity Dividend ETF for Rising Rates,2016-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055454188582689135,0.19292961582595303,-0.03595042706068452,0.2686252147831725,0.08234829805347421,0.26056982508068405,-0.10469200843110593,0.1365616533961711,-2.960847226277652e-4
FDTB,Affinity World Leaders Equity ETF Foundations Dynamic Income E,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026528919053615097,-0.01212934111153241
FDV,Federated Hermes ETF Trust Federated Hermes U.S. Strategic Div,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01919124652393056,-0.021517717089338695,0.00583087831377993
FDVL,Affinity World Leaders Equity ETF Foundations Dynamic Value ET,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08244535722787694,-0.0037594320277515303
FDVV,Fidelity High Dividend ETF,2016-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050550138228856234,0.13959302738552304,-0.012583302244341676,0.24070784454606375,0.02798602927402971,0.2924121404540132,-0.04210103567311718,0.1800084853266133,0.0028382864249465456
FDWM,Fidelity Women's Leadership ETF,2021-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053744528306785444,-0.1896266844660922,0.22791904874248337,-0.008247956442077098
FEBT,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 Feb E,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14734123934363597,0.004911292423465996
FEBW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 Feb E,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10625796511560526,0.003589320600514867
FEBZ,TrueShares Structured Outcome (February) ETF,2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20526256491078665,-0.10325150041511377,0.2065157124810435,0.0011463708117873672
FEDL,ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN,2021-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191543389324643,-0.1106192330325344,0.340158010743177,0.012232920586750629
FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014612208728807197,-0.1590783386549186,0.0780130119021809,-0.0015139622130945218
FELC,Fidelity Covington Trust Fidelity Enhanced Large Cap Core ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056751708856632055,0.006734418924227992
FELG,Fidelity Covington Trust Fidelity Enhanced Large Cap Growth ET,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04201932438382561,0.009531071458748652
FELV,Fidelity Covington Trust Fidelity Enhanced Large Cap Value ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07190718256309725,-0.002495323444056452
